Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species_name,Type,Virus_name,Virus name abbreviation(s),Virus isolate designation,GENBANK accession,Genome coverage,Genome composition,Host source
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Benedictvirus,,Benedictvirus jovo,Species,Mycobacterium phage Jovo,,,KF493882,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Benedictvirus,,Benedictvirus littlecherry,Species,Mycobacterium phage LittleCherry,,,KF017001,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Benedictvirus,,Benedictvirus naca,Species,Mycobacterium phage Naca,,,MH020239,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Benedictvirus,,Benedictvirus scorpia,Species,Mycobacterium phage Scorpia,,,MK494091,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Benedictvirus,,Benedictvirus swirley,Species,Mycobacterium phage Swirley,,,KM101118,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Benedictvirus,,Benedictvirus theia,Species,Mycobacterium phage Theia,,,KT438501,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Benedictvirus,,Benedictvirus tiger,Species,Mycobacterium phage Tiger,,,JQ684677,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Benedictvirus,,Benedictvirus unionjack,Species,Mycobacterium phage UnionJack,,,KT004677,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Benedictvirus,,Benedictvirus zolita,Species,Mycobacterium phage Zolita,,,MN096372,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bernalvirus,,Bernalvirus bernal13,Species,Mycobacterium phage Bernal13,,,KJ510413,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bernalvirus,,Bernalvirus mendokysei,Species,Mycobacterium phage Mendokysei,,,MG925349,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Betterkatzvirus,,Betterkatzvirus betterkatz,Species,Gordonia phage BetterKatz,,,KU963261,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bievrevirus,,Bievrevirus bv4A7,Species,Escherichia phage 4A7,,,LR595864,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bigmanorsvirus,,Bigmanorsvirus bgmanors32,Species,Burkholderia phage BgManors32,,,OK665842,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bingvirus,,Bingvirus bing,Species,Streptomyces phage Bing,,,MG757154,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bippervirus,,Bippervirus bipper,Species,Mycobacterium phage Bipper,,,KU728633,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bjornvirus,,Bjornvirus bjorn,Species,Pseudomonas phage Bjorn,,,MG775259,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bocovirus,,Bocovirus X14,Species,Shewanella phage X14,X14,,MK796797,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Borockvirus,,Borockvirus brock,Species,Streptomyces phage BRock,,,KX925554,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bowservirus,,Bowservirus bowser,Species,Gordonia phage Bowser,,,KU998235,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Branisovskavirus,,Branisovskavirus Kc263,Species,Kosakonia phage Kc263,,,MZ348422,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bridgettevirus,,Bridgettevirus bridgette,Species,Arthrobacter phage Bridgette,,,MH834603,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bridgettevirus,,Bridgettevirus constance,Species,Arthrobacter phage Constance,,,MH834605,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bridgettevirus,,Bridgettevirus eileen,Species,Arthrobacter phage Eileen,,,MH834611,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bridgettevirus,,Bridgettevirus judy,Species,Arthrobacter phage Judy,,,MH834614,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bridgettevirus,,Bridgettevirus peas,Species,Arthrobacter phage Peas,,,MH834623,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Brigitvirus,,Brigitvirus brigit,Species,Faecalibacterium phage FP_Brigit,,,MG711465,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Britbratvirus,,Britbratvirus britbrat,Species,Gordonia phage BritBrat,,,KU998233,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Brunovirus,,Brunovirus SEN34,Species,Salmonella phage SEN34,,,KT630649,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bruynoghevirus,,Bruynoghevirus Ab22,Species,Pseudomonas phage vB_PaeP_C2-10_Ab22,,,LN610578,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bruynoghevirus,,Bruynoghevirus CHU,Species,Pseudomonas phage PhiCHU,,,KP233880,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bruynoghevirus,,Bruynoghevirus LUZ24,Species,Pseudomonas phage LUZ24,,,AM910650,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bruynoghevirus,,Bruynoghevirus PAA2,Species,Pseudomonas phage phiIBB-PAA2,,,KF856712,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bruynoghevirus,,Bruynoghevirus PaP3,Species,Pseudomonas phage PaP3,,,AY078382,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bruynoghevirus,,Bruynoghevirus PaP4,Species,Pseudomonas phage PaP4,,,KC294142,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bruynoghevirus,,Bruynoghevirus TL,Species,Pseudomonas phage TL,,,HG518155,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Buchananvirus,,Buchananvirus Sa179lw,Species,Escherichia phage vB_EcoS Sa179lw,,,MH023293,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Burrovirus,,Burrovirus araxxi,Species,Microbacterium phage Araxxi,,,MN062711,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Burrovirus,,Burrovirus arete,Species,Microbacterium phage Arete,,,MT024863,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Burrovirus,,Burrovirus burro,Species,Microbacterium phage Burro,,,MH825698,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Busanvirus,,Busanvirus ACP17,Species,Acidovorax phage ACP17,,,KY979132,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Caminolopintovirus,,Caminolopintovirus STGO351,Species,Salmonella phage vB_Se_STGO-35-1,,,MW477799,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Camtrevirus,,Camtrevirus BtCS33,Species,Bacillus phage BtCS33,,,JN191664,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Camtrevirus,,Camtrevirus CM3,Species,Bacillus phage phiCM3,,,KF296718,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Camtrevirus,,Camtrevirus S3501,Species,Bacillus phage phIS3501,,,JQ062992,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cantarevirus,,Cantarevirus cantare,Species,Brevibacterium phage Cantare,,,MK016493,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Capnelvirus,,Capnelvirus RcapNL,Species,Rhodobacter phage RcapNL,,,JQ066768,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Carnodivirus,,Carnodivirus cd2-like,Species,Carnobacterium phage cd2,cd2,nk,MZ398135,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Carnodivirus,,Carnodivirus cd4-like,Species,Carnobacterium phage cd4,cd4,nk,MZ399596,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Carpasinavirus,,Carpasinavirus carpasina,Species,Xanthomonas phage Carpasina,,,MH059633,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Carpasinavirus,,Carpasinavirus XcP1,Species,Xanthomonas phage XcP1,,,MH191395,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Carvajevirus,,Carvajevirus carvaje,Species,vB_KpnS-Carvaje,Carvaje,,OL604152,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus Ab30,Species,Pseudomonas phage vB_PaeS_PAO1_Ab30,,,LN610590,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus AIIMSPaB1,Species,Pseudomonas phage AIIMS-Pa-B1,,,MW390886,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus D3112,Species,Pseudomonas phage D3112,,,AY394005,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus DMS3,Species,Pseudomonas phage DMS3,,,DQ631426,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus FET309,Species,Pseudomonas phage F_ET309sp/Pa1651,,,KM389459,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus FHA0480,Species,Pseudomonas phage F_HA0480sp/Pa1651,,,JN808773,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus HW12,Species,Pseudomonas phage vB_PaeS_PAO1_HW12,,,LT999987,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus JBD24,Species,Pseudomonas phage JBD24,,,JX434031,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus JBD26,Species,Pseudomonas phage JBD26,,,JN811560,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus JBD30,Species,Pseudomonas phage JBD30,,,JX434032,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus JBD5,Species,Pseudomonas phage JBD5,,,JX434030,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus JBD69,Species,Pseudomonas phage JBD69,,,KU199708,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus JD024,Species,Pseudomonas phage JD024,,,KJ477077,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus LPB1,Species,Pseudomonas phage LPB1,,,HE584812,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus MP22,Species,Pseudomonas phage MP22,,,DQ873690,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus MP29,Species,Pseudomonas phage MP29,,,EU272036,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus MP38,Species,Pseudomonas phage MP38,,,EU272037,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus MP42,Species,Pseudomonas phage MP42,,,JQ762257,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus MP48,Species,Pseudomonas phage MP48,,,KF475786,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus PA1KOR,Species,Pseudomonas phage PA1/KOR/2010,,,HM624080,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus PfII40a,Species,Pseudomonas phage vB_PaeS_PcyII-40_PfII40a,,,LT608331,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus R24,Species,Pseudomonas phage YMC12/01/R24,,,MH643778,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus R960,Species,Pseudomonas phage YMC12/01/R960,,,MH643777,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus spike,Species,Pseudomonas phage Spike,,,MK144667,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cbastvirus,,Cbastvirus ST,Species,Cellulophaga phage phiST,,,HQ634192,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cecivirus,,Cecivirus cv250,Species,Bacillus phage 250,,,GU229986,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cecivirus,,Cecivirus IEBH,Species,Bacillus phage IEBH,,,EU874396,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cedarrivervirus,,Cedarrivervirus Sf11,Species,Shigella phage Sf11 SMD-2017,,,MF158038,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus bIBB14,Species,Lactococcus phage vB_LLc_bIBB14,,,MH779519,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus bIBBA3,Species,Lactococcus phage vB_Llc_bIBBA3,,,MH779522,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus bIBBAm4,Species,Lactococcus phage vB_Llc_bIBBAm4,,,MH779523,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus bIBBE1,Species,Lactococcus phage vB_Llc_bIBBE1,,,MH779525,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus bIBBL12,Species,Lactococcus phage vB_Llc_bIBBL12,,,MH779518,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus bIBBp64,Species,Lactococcus phage vB_Llc_bIBBp6/4,,,MH779527,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus bIL67,Species,Lactococcus phage bIL67,,,L33769,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus blBB94p4,Species,Lactococcus phage vB_Llc_bIBB94p4,,,MH779521,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus c2,Species,Lactobacillus phage c2,,,L48605,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus CHPC1020,Species,Lactococcus phage CHPC1020,,,MN689505,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus CHPC116,Species,Lactococcus phage CHPC116,,,MN689507,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus CHPC1170,Species,Lactococcus phage CHPC1170,,,MN689508,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus CHPC1182,Species,Lactococcus phage CHPC1182,,,MN689510,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus CHPC1183,Species,Lactococcus phage CHPC1183,,,MN689511,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus CHPC122,Species,Lactococcus phage CHPC122,,,MN689512,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus CHPC1242,Species,Lactococcus phage CHPC1242,,,MN689513,PG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus CHPC966,Species,Lactococcus phage CHPC966,,,MN689526,PG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus CHPC967,Species,Lactococcus phage CHPC967,,,MN689527,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus CHPC972,Species,Lactococcus phage CHPC972,,,MN689528,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus cv05802,Species,Lactococcus phage 05802,,,MF443126,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus cv20R03M,Species,Lactococcus phage 20R03M,,,MK301442,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus cv37203,Species,Lactococcus phage 37203,,,MF443121,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus cv50102,Species,Lactococcus phage 50102,,,MF443125,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus cv50504,Species,Lactococcus phage 50504,,,MF443124,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus cv5171F,Species,Lactococcus phage 5171F,,,MN689503,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus cv62402,Species,Lactococcus phage 62402,,,MF443119,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus cv62403,Species,Lactococcus phage 62403,,,MF443120,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus cv62606,Species,Lactococcus phage 62606,,,MF443123,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus D4410,Species,Lactococcus phage D4410,,,KX373685,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus D4412,Species,Lactococcus phage D4412,,,KX373686,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus LacS15,Species,Lactococcus phage vB_LacS_15,,,MN337887,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus M5938,Species,Lactococcus phage M5938,,,KX373687,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus PCB1,Species,Lactococcus phage PC_B1,,,MN689531,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus PCS1,Species,Lactococcus phage PC_S1,,,MN689533,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cequinquevirus,,Cequinquevirus c5,Species,Lactobacillus phage c5,,,EU340421,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cequinquevirus,,Cequinquevirus Ld17,Species,Lactobacillus phage Ld17,,,KJ564037,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cequinquevirus,,Cequinquevirus Ld25A,Species,Lactobacillus phage Ld25A,,,KJ564036,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cequinquevirus,,Cequinquevirus Ld3,Species,Lactobacillus phage Ld3,,,KJ564038,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cequinquevirus,,Cequinquevirus Ldb,Species,Lactobacillus phage phiLdb,,,KF188410,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cequinquevirus,,Cequinquevirus LLKu,Species,Lactobacillus phage LL-Ku,,,AY739900,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Certevirus,,Certevirus C23,Species,Pantoea phage PdC23,PdC23,,OL396571,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Chakrabartyvirus,,Chakrabartyvirus pf16,Species,Pseudomonas phage pf16,,,KU873925,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Chaoshanvirus,,Chaoshanvirus ZPAH34,Species,Aeromonas phage ZPAH34,,,OM810292,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Chenonavirus,,Chenonavirus Che9c,Species,Mycobacterium phage Che9c,,,AY129333,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Chenonavirus,,Chenonavirus sbash,Species,Mycobacterium phage Sbash,,,KP027201,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Chertseyvirus,,Chertseyvirus GE1,Species,Lactococcus phage GE1,,,KT339177,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Chidieberevirus,,Chidieberevirus chidiebere,Species,Gordonia phage Chidiebere,,,MN586022,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Chidieberevirus,,Chidieberevirus chisanakitsune,Species,Gordonia phage ChisanaKitsune,,,MZ820089,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Chopinvirus,,Chopinvirus KSY1,Species,Lactococcus phage KSY1,,,DQ535032,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cimandefvirus,,Cimandefvirus cimandef,Species,Ralstonia phage Cimandef,Cimandef,,MT740730,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cimandefvirus,,Cimandefvirus eline,Species,Ralstonia phage Eline,Eline,,MT740736,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cimandefvirus,,Cimandefvirus gamede,Species,Ralstonia phage Gamede,Gamede,,MT740738,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cimandefvirus,,Cimandefvirus Ggerry,Species,Ralstonia phage Gerry,Gerry,,MT740739,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cimandefvirus,,Cimandefvirus heva,Species,Ralstonia phage Heva,Heva,,MT740742,CG,dsDNA,bacteria
